SpT,PS1gmag,e_PS1gmag,PS1rmag,PS1imag,e_PS1imag,PS1zmag,e_PS1zmag,PS1ymag,e_PS1ymag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,label
T5.5,,,,,,19.01,0.04,17.29,0.02,14.9,0.05,14.87,0.11,14.84,0.11,14.0,0.03,12.61,0.03,11.62,0.23,8.4,,true
L4:,,,,20.45,0.03,18.53,0.02,17.51,0.01,15.33,0.05,14.3,0.04,13.83,0.04,12.97,0.02,12.64,0.03,12.33,0.33,8.72,,true
L0,,,22.92,20.22,0.02,18.8,0.01,17.88,0.01,16.13,0.1,15.46,0.15,15.05,0.15,14.72,0.03,14.5,0.05,13.15,,9.27,,true
L4gamma,,,,20.96,0.05,19.31,0.02,18.33,0.02,15.93,0.06,14.85,0.06,14.0,0.05,13.18,0.03,12.7,0.03,11.57,0.28,8.97,,true
L1,,,21.39,19.09,0.01,17.56,0.01,16.57,0.01,14.6,0.04,13.71,0.03,13.2,0.04,12.92,0.02,12.63,0.02,12.16,0.19,9.47,,true
L4:,,,21.06,18.76,0.01,17.05,0.01,15.98,0.01,13.92,0.03,13.06,0.03,12.58,0.03,12.01,0.02,11.75,0.02,11.68,0.28,8.59,,true
L9:,,,,,,19.47,0.03,18.39,0.05,16.56,0.14,15.35,0.08,14.74,0.08,13.98,0.03,13.63,0.03,12.16,0.22,9.57,,true
L4:,,,,21.59,0.16,19.78,0.05,18.78,0.02,16.8,0.15,15.67,0.14,15.05,0.14,14.47,0.03,14.16,0.05,12.53,,8.59,,true
L0,,,22.84,20.71,0.03,19.22,0.02,18.48,0.01,16.66,0.14,16.42,0.26,15.7,0.26,15.55,0.03,15.36,0.06,12.81,,9.7,,true
L4,,,,22.63,0.11,20.68,0.05,19.73,0.06,17.13,,15.95,,15.19,,15.31,0.03,14.96,0.05,12.66,,9.23,,true
L7,,,,21.65,0.03,19.89,0.02,18.9,0.01,16.71,0.13,15.98,0.2,15.41,0.2,15.09,0.04,14.97,0.07,12.08,0.36,8.98,,true
L1,,,,21.88,0.13,20.55,0.04,19.66,0.06,,,,,,,,,,,,,,,true
L0,,,22.72,20.31,0.01,18.75,0.01,17.82,0.02,15.96,0.09,15.26,0.15,14.95,0.15,14.38,0.03,14.22,0.06,12.28,,8.91,,true
T5:,,,,,,20.76,0.05,19.07,0.03,16.51,0.13,15.98,,16.34,,16.03,0.06,14.47,0.05,11.84,,8.32,,true
L4:,,,,,,20.74,0.04,19.78,0.07,,,,,,,15.56,0.04,15.42,0.1,12.5,,8.72,,true
L4,,,,20.85,0.03,19.23,0.02,18.28,0.02,16.37,0.11,15.6,0.16,15.28,0.16,14.7,0.03,14.4,0.05,12.33,,8.43,,true
L7.5,,,,,,20.19,0.04,19.24,0.09,16.83,0.17,16.0,0.16,15.43,0.16,14.6,0.03,14.18,0.03,12.59,,9.36,,true
T2.5:,,,,,,19.76,0.02,18.1,0.03,15.9,0.07,15.14,,14.9,,14.54,0.03,13.52,0.03,12.27,0.22,9.71,,true
L0,,,21.89,19.82,0.01,18.44,0.02,17.45,0.01,15.71,0.06,14.81,0.06,14.19,0.06,13.93,0.03,13.66,0.03,12.52,0.42,8.88,0.42,true
L1,,,,20.08,0.02,18.47,0.02,17.51,0.01,15.76,0.07,15.07,0.08,14.71,0.08,14.3,0.03,13.98,0.04,12.71,,9.55,,true
T5.5,,,,,,21.96,0.11,,,,,,,,,16.88,0.11,15.89,0.15,12.36,,8.92,,true
L0,,,22.15,20.13,0.02,18.72,0.02,17.83,0.03,16.03,0.07,15.13,0.06,14.42,0.06,13.69,0.07,13.03,0.03,12.04,,9.04,,true
L2,,,22.72,20.41,0.02,19.04,0.02,18.09,0.01,16.08,0.07,15.07,0.07,14.27,0.07,13.99,0.03,13.65,0.04,12.19,0.44,8.84,,true
L5,,,,21.43,0.06,19.27,0.03,18.22,0.01,16.1,0.11,15.14,0.08,14.46,0.08,13.8,0.03,13.47,0.03,12.77,0.53,9.31,,true
L0,,,22.21,20.05,0.01,18.63,0.01,17.68,0.01,15.94,0.08,14.93,0.07,14.45,0.07,14.18,0.03,13.97,0.04,12.7,,9.07,,true
L2:,,,20.53,18.13,0.01,16.68,0.01,15.74,0.01,13.89,0.03,13.1,0.03,12.64,0.03,12.28,0.03,11.99,0.02,11.47,0.24,9.1,,true
L3,,,,20.82,0.05,19.31,0.02,18.33,0.02,16.49,0.13,15.52,0.17,15.17,0.17,14.84,0.03,14.54,0.04,12.95,0.37,9.87,,true
L0,,,,20.58,0.05,19.2,0.01,18.27,0.02,16.26,0.09,15.7,0.14,15.2,0.14,14.79,0.03,14.52,0.04,13.37,,9.74,,true
L0,,,22.8,20.72,0.02,19.24,0.01,18.3,0.03,16.25,0.1,15.32,0.16,15.07,0.16,,,,,,,,,true
L2:,,,21.78,19.53,0.02,18.09,0.02,17.07,0.01,14.78,0.04,13.8,0.04,13.26,0.04,12.66,0.03,12.34,0.02,12.14,0.37,8.54,,true
L3,,,21.94,19.57,0.01,18.1,0.01,17.09,0.02,15.13,0.04,14.2,0.04,13.63,0.04,13.01,0.02,12.68,0.02,11.8,0.15,9.08,,true
L0,,,21.35,19.22,0.01,17.78,0.01,16.84,0.01,14.86,0.04,14.04,0.05,13.5,0.05,13.18,0.02,12.95,0.02,12.48,0.23,9.42,,true
L4gamma,,,,21.27,0.03,19.78,0.04,18.76,0.03,16.32,0.11,15.11,0.06,14.31,0.06,13.61,0.02,13.13,0.03,12.03,,9.01,,true
L0,,,23.09,20.96,0.02,19.51,0.01,18.53,0.01,16.78,0.15,15.91,0.21,15.63,0.21,14.9,0.03,14.56,0.05,12.57,,8.8,,true
L0,,,,19.95,0.01,18.44,0.01,17.6,0.01,15.99,0.09,15.4,0.13,15.01,0.13,14.71,0.03,14.33,0.05,12.36,,8.92,,true
L9:pec,,,,,,20.52,0.07,19.51,0.02,17.5,0.1,16.08,0.13,15.53,0.13,14.98,0.03,14.43,0.04,13.27,0.52,9.79,,true
L0beta,,,20.4,18.11,0.01,16.61,0.01,15.57,0.01,13.48,0.03,12.61,0.03,12.02,0.03,11.55,0.02,11.2,0.02,10.62,0.05,8.87,,true
T7,,,,,,20.17,0.06,18.44,0.03,15.83,0.07,15.94,0.18,15.51,0.18,15.29,0.04,13.03,0.03,12.06,0.33,8.82,,true
L5.5,,,,,,19.96,0.04,18.85,0.03,16.7,0.16,15.34,0.11,14.68,0.11,13.8,0.03,13.3,0.03,12.25,0.32,8.97,,true
L1,,,19.52,17.0,0.01,15.43,0.01,14.45,0.01,12.56,0.02,11.98,0.02,11.44,0.02,11.14,0.04,10.87,0.02,10.52,0.1,8.35,,true
L0,,,21.54,19.26,0.01,17.83,0.01,16.87,0.01,14.95,0.04,14.23,0.06,13.82,0.06,13.45,0.03,13.18,0.03,12.24,0.46,8.89,,true
L0,,,21.56,19.14,0.01,17.65,0.01,16.64,0.01,14.67,0.03,13.87,0.04,13.35,0.04,12.9,0.02,12.6,0.02,12.08,,8.52,,true
L0:VL-G,,,,20.98,0.07,19.26,0.01,18.24,0.02,16.3,0.11,15.35,0.13,15.0,0.13,14.43,0.03,13.94,0.05,12.26,,8.41,,true
L1.5,,,22.42,20.43,0.02,18.93,0.01,17.94,0.02,16.05,0.09,15.11,0.11,14.68,0.11,14.12,0.03,13.81,0.04,11.93,,8.81,,true
L5,,,,22.1,0.07,20.33,0.03,19.21,0.03,17.33,0.07,16.3,0.06,15.66,0.07,14.77,0.03,14.52,0.05,13.12,,9.16,0.36,true
L1,,,,20.74,0.02,19.28,0.02,18.24,0.01,16.27,0.1,15.48,0.17,15.13,0.17,14.77,0.03,14.42,0.05,12.75,,8.58,,true
T2,,,,,,20.92,0.08,19.75,0.09,,,,,,,16.01,0.05,15.1,0.07,12.75,,9.52,,true
L0,,,21.61,19.51,0.01,18.09,0.01,17.16,0.01,15.24,0.05,14.38,0.04,13.82,0.04,13.58,0.03,13.32,0.03,12.3,,8.96,,true
L2,,,21.68,20.57,0.03,18.94,0.02,17.97,0.01,15.97,0.1,14.95,0.09,14.55,0.09,13.93,0.03,13.31,0.03,11.62,0.35,8.31,,true
L0,,,22.57,20.79,0.03,19.23,0.01,18.28,0.01,16.11,0.11,15.54,0.16,15.05,0.16,14.53,0.03,13.99,0.04,11.74,,8.49,,true
L2,,,21.61,19.44,0.02,17.97,0.01,16.96,0.01,14.91,0.04,14.02,0.05,13.43,0.04,13.04,0.02,12.72,0.02,12.21,0.17,9.52,,true
L0,,,,21.56,0.07,19.81,0.01,18.74,0.02,16.75,0.18,15.66,0.15,15.13,0.15,14.46,0.03,13.81,0.04,11.93,,8.72,,true
L1,,,22.51,19.51,0.02,17.93,0.01,17.05,0.01,15.29,0.06,14.52,0.07,14.09,0.07,13.71,0.03,13.39,0.03,11.85,,8.72,,true
L1,,,,,,20.22,0.16,,,16.8,0.18,16.25,0.17,15.42,0.17,15.02,0.04,14.46,0.07,12.04,,8.59,,true
L0,,,,,,19.99,0.02,18.93,0.03,16.95,0.18,15.87,0.26,15.84,0.26,15.1,0.04,14.74,0.08,12.38,,9.1,,true
L0,,,22.26,19.87,0.01,18.35,0.01,17.36,0.01,15.42,0.05,14.51,0.04,13.96,0.04,13.54,0.02,13.21,0.03,12.29,0.22,8.96,,true
L0,,,,20.94,0.03,19.26,0.02,18.18,0.01,16.16,0.09,15.41,0.11,14.78,0.11,14.33,0.03,13.98,0.05,11.94,,8.85,,true
L1,,,,20.03,0.02,18.43,0.01,17.47,0.01,15.48,0.06,14.78,0.07,14.21,0.07,13.77,0.03,13.18,0.03,12.12,0.36,8.68,,true
L2,,,,21.41,0.03,20.0,0.02,18.97,0.03,17.19,0.09,16.25,0.08,15.62,0.09,14.85,0.03,14.54,0.05,12.67,,8.93,,true
L2,,,,,,21.44,0.14,20.23,0.08,,,,,,,,,,,,,,,true
L0,,,,21.3,0.03,19.86,0.03,18.97,0.02,17.02,0.21,16.53,0.27,15.83,0.27,15.77,0.05,15.75,0.15,12.51,,8.9,,true
T1,,,,,,20.55,0.02,19.3,0.03,,,,,,,15.44,0.05,14.55,0.06,12.01,,8.86,,true
L0,,,,22.09,0.08,20.36,0.04,19.59,0.16,17.24,0.21,16.38,0.17,15.4,0.17,15.2,0.04,14.53,0.06,12.43,,8.3,,true
L1,,,,21.8,0.18,21.27,0.14,19.06,0.07,16.63,0.13,15.66,0.12,15.0,0.12,14.2,0.03,13.64,0.04,11.97,0.41,8.43,,true
L0,,,,22.5,0.14,20.72,0.05,19.63,0.03,17.16,0.2,17.17,0.15,15.25,0.15,15.5,0.06,14.99,0.08,12.02,,8.77,,true
L0,,,22.59,20.26,0.01,18.78,0.01,17.85,0.01,15.96,0.09,15.23,0.13,14.79,0.13,14.46,0.03,14.21,0.03,13.37,0.51,9.46,,true
L0,,,22.39,20.23,0.02,18.8,0.01,17.92,0.01,16.41,0.12,15.51,0.15,15.13,0.15,14.67,0.05,14.51,0.06,12.05,0.34,8.47,,true
L5red,,,,22.06,0.04,20.73,0.04,19.55,0.04,17.46,0.1,16.3,0.06,15.54,0.1,14.82,0.03,14.52,0.04,13.2,,9.62,0.48,true
L2,,,23.16,20.85,0.03,19.32,0.01,18.33,0.02,16.23,0.1,15.59,0.11,14.85,0.11,14.62,0.03,14.37,0.05,12.38,0.49,8.86,,true
L1,,,,21.06,0.07,19.29,0.01,18.23,0.03,16.12,0.11,15.32,0.11,14.66,0.11,14.3,0.03,13.88,0.04,11.82,,8.86,,true
L2,,,,20.89,0.03,19.46,0.02,18.51,0.02,16.57,0.12,15.84,0.12,15.01,0.12,14.56,0.03,14.21,0.04,13.44,,9.77,,true
T6,,,,,,20.65,0.04,19.11,0.04,16.35,0.09,16.49,,15.86,,16.14,0.05,14.11,0.04,12.06,,9.06,,true
L4gamma,,,,21.77,0.07,20.08,0.02,19.1,0.03,16.79,0.14,15.33,0.07,14.31,0.07,13.21,0.02,12.63,0.02,12.18,0.16,9.23,,true
L3,,,21.44,19.21,0.01,17.72,0.01,16.71,0.01,14.54,0.03,13.52,0.03,12.94,0.03,12.35,0.02,12.03,0.02,11.43,0.13,8.49,,true
L0,,,22.33,19.87,0.01,18.35,0.01,17.37,0.01,15.4,0.04,14.63,0.07,14.18,0.07,13.77,0.02,13.43,0.03,13.18,0.43,9.78,,true
L5::,,,,23.01,0.16,21.03,0.07,19.75,0.04,17.26,0.19,16.23,0.21,15.82,0.21,14.8,0.03,14.27,0.04,11.75,0.23,8.99,,true
L9(red),,,,,,20.73,0.06,19.77,0.06,,,,,,,14.74,0.03,14.09,0.05,12.13,,8.9,,true
T8,,,,,,,,20.85,0.11,,,,,,,16.94,0.09,14.06,0.04,12.38,0.39,9.22,,true
T6,,,,,,,,19.97,0.14,,,,,,,17.67,0.17,15.87,0.13,12.44,0.46,9.04,,true
L4,,,,,,20.26,0.04,19.21,0.02,16.74,0.15,15.61,0.1,14.75,0.1,14.04,0.03,13.72,0.03,12.83,0.36,9.7,,true
L0,,,,20.55,0.13,19.01,0.07,17.98,0.05,16.15,0.09,15.2,0.09,14.81,0.09,14.46,0.13,14.14,0.04,12.13,,9.03,,true
T4.5,,,,,,21.41,0.07,19.62,0.05,,,,,,,16.45,0.07,15.03,0.07,12.09,,9.0,,true
L0:,,,20.82,18.57,0.01,17.13,0.01,16.17,0.01,14.25,0.02,13.4,0.03,12.92,0.03,12.56,0.02,12.29,0.02,11.85,0.33,9.01,,true
T2.5,,,,,,19.59,0.06,17.94,0.02,15.45,0.07,15.02,0.12,15.02,0.12,14.15,0.03,13.12,0.03,11.57,0.21,8.51,,true
L2,,,21.17,18.85,0.01,17.35,0.01,16.39,0.01,14.39,0.04,13.67,0.04,13.19,0.04,12.74,0.02,12.45,0.03,11.78,0.27,8.77,,true
L0.7,,,,21.04,0.04,19.37,0.02,18.27,0.03,16.16,0.08,15.36,0.09,14.65,0.09,14.34,0.03,14.03,0.05,12.48,,8.85,,true
L2.5,,,21.59,19.67,0.07,18.28,0.01,17.41,0.02,15.28,0.05,14.35,0.04,13.6,0.04,12.84,0.03,12.6,0.03,11.91,,8.86,,true
L6,,,,,,20.38,0.05,19.43,0.04,17.51,0.24,16.3,0.15,15.52,0.15,14.73,0.03,14.34,0.04,12.22,,8.93,,true
L1,,,22.91,20.39,0.02,18.97,0.03,18.18,0.02,16.44,0.12,15.73,0.19,15.54,0.19,15.21,0.04,14.98,0.06,11.95,,8.35,,true
L0,,,22.26,20.28,0.02,18.76,0.01,17.8,0.01,15.86,0.07,15.08,0.09,14.44,0.09,14.01,0.03,13.67,0.03,13.24,0.42,9.22,,true
T6,,,,,,20.75,0.07,19.07,0.06,16.44,0.03,16.05,0.05,16.07,0.11,16.24,0.07,14.16,0.05,11.96,,8.61,,true
L6:,,,,21.75,0.14,19.86,0.03,18.94,0.02,16.88,0.18,16.15,0.2,15.55,0.2,14.76,0.03,14.56,0.05,12.44,,8.41,,true
L1,,,,20.72,0.02,19.11,0.02,18.12,0.02,16.08,0.09,15.5,0.1,14.97,0.1,14.58,0.03,14.32,0.04,12.7,0.53,9.02,,true
L3,,,,22.06,0.08,20.54,0.04,19.53,0.03,17.35,0.06,16.42,0.06,15.81,0.05,15.1,0.03,14.85,0.05,12.84,,9.33,,true
L0,,,22.48,20.13,0.02,18.64,0.01,17.67,0.01,15.94,0.09,15.13,0.08,14.63,0.08,14.46,0.03,14.2,0.05,12.46,0.5,8.77,,true
L1,,,21.62,19.32,0.01,17.85,0.01,16.92,0.01,14.94,0.04,14.08,0.04,13.56,0.04,13.26,0.03,12.94,0.03,11.94,0.35,8.68,,true
T6,,,,,,19.75,0.05,18.06,0.01,15.49,0.05,15.52,,15.52,,15.16,0.04,13.09,0.03,12.16,0.39,8.99,,true
T4.5,,,,,,21.03,0.08,19.28,0.03,17.14,0.11,16.85,0.14,16.98,0.21,16.6,0.08,14.7,0.06,12.62,,8.88,,true
L0,,,21.81,19.69,0.01,18.24,0.01,17.35,0.01,15.62,0.05,14.69,0.05,14.23,0.05,13.93,0.03,13.73,0.04,12.22,,9.27,,true
L3,,,,20.53,0.02,18.81,0.01,17.77,0.01,15.48,0.05,14.59,0.05,13.92,0.05,13.31,0.02,13.02,0.03,12.0,0.3,8.9,,true
T5,,,,,,,,20.78,0.12,,,,,,,,,,,,,,,true
T6,,,,,,20.88,0.08,19.09,0.04,16.72,0.13,16.56,,17.36,,16.2,0.05,13.58,0.03,12.18,,9.09,,true
L1,,,22.12,20.16,0.02,18.71,0.02,17.76,0.02,15.9,0.07,15.0,0.09,14.48,0.09,14.09,0.19,13.85,0.03,12.54,0.44,9.11,,true
L0,,,22.08,20.12,0.02,18.63,0.01,17.66,0.01,15.77,0.07,15.16,0.11,14.66,0.11,14.34,0.03,13.99,0.03,12.9,,9.49,,true
T7,,,,,,,,19.3,0.04,16.46,0.1,16.11,0.24,15.87,0.24,16.27,0.05,13.92,0.04,11.8,0.25,9.12,,true
T2,,,,,,19.04,0.01,17.53,0.01,15.29,0.04,14.49,0.06,14.18,0.06,13.4,0.03,12.51,0.03,11.38,0.17,8.55,,true
T5.5,,,,,,20.8,0.08,19.06,0.02,16.4,0.11,16.33,,16.61,,15.98,0.05,14.4,0.05,12.29,,8.98,,true
L7:,,,,,,19.95,0.02,18.83,0.02,16.63,0.14,15.44,0.09,14.65,0.09,13.83,0.02,13.23,0.03,12.18,0.28,9.37,,true
L0::,,,22.02,19.51,0.01,18.0,0.01,16.97,0.01,14.87,0.03,13.94,0.04,13.3,0.04,12.88,0.02,12.51,0.03,11.78,0.28,9.14,,true
L1,,,,20.51,0.01,19.1,0.02,18.18,0.01,16.0,0.08,15.25,0.08,14.62,0.08,14.1,0.03,13.77,0.04,12.17,,8.99,,true
L0,,,,20.72,0.02,19.16,0.01,18.18,0.01,16.37,0.11,15.71,0.12,15.11,0.12,14.78,0.35,14.43,0.05,12.32,,8.73,,true
L1,,,,21.29,0.02,19.78,0.02,18.83,0.02,17.3,0.12,16.5,0.1,16.0,0.1,15.16,0.03,14.89,0.05,12.75,,8.39,,true
L8,,,,21.6,0.04,19.07,0.01,18.0,0.03,15.87,0.07,14.61,0.05,14.0,0.05,13.15,0.02,12.62,0.02,11.82,0.23,9.19,,true
T5,,,,,,20.71,0.1,19.18,0.05,16.75,0.12,16.43,,16.63,,15.91,0.06,14.45,0.05,12.49,,8.91,,true
T1:,,,,,,21.03,0.07,19.32,0.04,17.08,0.21,16.11,0.21,15.75,,15.9,0.04,15.13,0.06,12.81,,9.27,,true
L1,,,21.3,19.01,0.01,17.52,0.01,16.57,0.01,14.65,0.03,13.87,0.03,13.3,0.03,12.89,0.02,12.65,0.02,12.02,0.3,8.91,,true
L6,,,,21.01,0.02,19.16,0.02,18.19,0.03,16.14,0.09,15.17,0.1,14.54,0.1,13.81,0.03,13.44,0.03,12.07,,8.98,,true
L0,,,,18.79,0.01,17.3,0.02,16.31,0.01,14.59,0.04,13.9,0.04,13.42,0.04,12.96,0.02,12.7,0.03,11.82,,8.74,,true
L1,,,22.83,21.34,0.04,19.76,0.03,18.94,0.02,17.0,0.07,16.16,0.06,15.65,0.06,14.95,0.03,14.69,0.05,12.65,0.48,9.19,,true
T4.5,,,,,,20.65,0.04,19.04,0.02,16.8,0.15,16.33,,16.01,,15.93,0.06,14.68,0.06,11.87,,8.81,,true
L1,,,,20.91,0.04,19.66,0.02,19.08,0.03,,,,,,,16.33,0.07,16.29,0.21,12.21,,9.06,,true
L4,,,,21.64,0.03,19.76,0.02,18.69,0.02,16.5,0.14,15.42,0.14,15.09,0.12,14.53,0.03,14.25,0.04,12.67,,8.97,,true
L0,,,21.43,19.04,0.01,17.59,0.01,16.71,0.01,14.95,0.04,14.16,0.05,13.84,0.05,13.51,0.03,13.23,0.03,12.66,0.44,9.21,,true
L0,,,22.46,19.81,0.01,18.32,0.02,17.35,0.01,15.39,0.05,14.64,0.07,14.16,0.07,13.81,0.28,13.52,0.03,12.29,,8.62,,true
L2,,,,20.71,0.04,19.35,0.02,18.41,0.01,16.45,0.1,15.45,0.11,14.96,0.11,14.58,0.03,14.32,0.05,12.08,,8.75,,true
L1,,,,21.93,0.09,20.95,0.16,19.48,0.15,17.06,0.19,16.12,0.19,15.47,0.19,,,,,,,,,true
T3,,,,,,20.88,0.06,19.44,0.04,,,,,,,16.55,0.43,15.15,0.06,12.16,,8.93,,true
L0,,,,20.56,0.01,19.03,0.01,18.16,0.01,16.53,0.11,15.69,0.17,15.18,0.17,14.65,0.03,14.46,0.06,11.97,,8.52,,true
L2,,,,21.61,0.04,20.1,0.04,19.1,0.04,17.48,0.14,16.56,0.1,15.97,0.14,15.01,0.03,14.57,0.06,12.62,,9.01,,true
L1,,,22.85,20.6,0.05,19.08,0.01,18.15,0.03,16.22,0.11,15.31,0.12,14.67,0.12,14.48,0.03,14.22,0.04,11.96,,9.19,,true
L0,,,21.86,19.37,0.01,17.9,0.01,16.95,0.01,15.18,0.05,14.45,0.06,14.1,0.06,13.69,0.03,13.4,0.03,12.11,,9.09,,true
L2,,,22.09,19.94,0.01,18.51,0.01,17.56,0.01,15.66,0.07,14.69,0.08,14.18,0.08,13.79,0.03,13.61,0.03,12.16,,9.12,,true
L1,,,22.16,19.82,0.02,18.31,0.01,17.35,0.01,15.47,0.05,14.71,0.09,14.21,0.09,13.94,0.03,13.68,0.03,12.64,0.51,9.17,0.54,true
L1.5,21.42,0.05,19.17,16.82,0.01,15.34,0.01,14.38,0.01,12.45,0.03,11.69,0.03,11.15,0.03,10.8,0.02,10.54,0.02,9.9,0.06,8.86,0.48,true
L3,,,22.18,19.73,0.01,18.32,0.01,17.33,0.01,15.19,0.04,14.21,0.04,13.59,0.04,13.05,0.02,12.72,0.02,12.58,0.42,8.95,,true
L0,,,23.09,20.65,0.02,19.16,0.02,18.27,0.02,16.6,0.17,15.72,,15.43,,15.11,0.04,14.82,0.06,12.81,,8.93,,true
L7,,,,21.83,0.02,19.7,0.03,18.77,0.03,16.91,0.18,15.26,0.09,14.61,0.09,13.61,0.02,13.09,0.02,12.09,0.13,9.65,,true
L0,,,22.87,20.3,0.02,18.86,0.01,17.97,0.01,16.28,0.1,15.45,0.15,15.01,0.15,14.66,0.03,14.53,0.05,12.14,,8.59,,true
L1,,,22.99,20.44,0.03,18.97,0.02,17.99,0.01,16.12,0.09,15.38,0.09,14.92,0.09,14.53,0.03,14.39,0.04,12.77,,9.05,,true
L5,,,,22.36,0.09,20.32,0.04,19.31,0.03,18.27,,16.31,0.23,16.18,,15.03,0.03,14.71,0.05,12.41,,9.19,,true
L2,,,22.5,20.23,0.02,18.78,0.01,17.86,0.01,15.82,0.07,14.89,0.09,14.54,0.09,14.02,0.03,13.78,0.03,12.75,0.51,9.36,,true
L0,,,,20.71,0.02,19.31,0.02,18.37,0.01,16.73,0.17,16.22,0.2,15.48,0.2,14.8,0.1,14.58,0.05,12.46,0.33,8.75,,true
L0,,,23.26,20.68,0.02,19.14,0.01,18.3,0.05,16.59,0.16,15.87,0.16,15.4,0.16,15.1,0.03,14.88,0.06,12.54,,8.9,,true
L3,,,21.86,19.5,0.01,18.06,0.01,17.1,0.01,15.09,0.05,14.44,,14.07,,13.42,0.02,13.15,0.03,12.68,0.27,9.54,,true
L2,,,21.71,19.31,0.01,17.87,0.01,16.9,0.01,15.01,0.04,14.18,0.04,13.66,0.04,13.2,0.02,12.96,0.03,12.39,0.32,9.41,,true
L4.5,,,,22.17,0.07,20.3,0.03,19.21,0.04,16.95,,16.24,0.15,15.22,0.15,14.51,0.03,14.16,0.04,12.35,0.39,8.87,,true
L2,,,20.98,18.64,0.01,17.15,0.01,16.18,0.01,14.15,0.04,13.34,0.03,12.8,0.03,12.36,0.03,12.04,0.02,11.22,0.14,8.9,,true
L1,,,20.02,17.67,0.01,16.21,0.01,15.27,0.01,13.29,0.02,12.47,0.02,11.92,0.02,11.62,0.02,11.4,0.02,10.84,0.06,9.7,,true
L6pec,,,,19.82,0.02,18.27,0.01,17.2,0.01,15.06,0.04,14.18,0.04,13.66,0.04,13.19,0.02,12.81,0.02,12.5,0.29,9.22,,true
L0,,,22.06,19.91,0.02,18.39,0.01,17.47,0.02,15.48,0.06,14.91,0.1,14.57,0.1,14.1,0.03,13.8,0.03,12.24,0.33,8.59,,true
L1,,,,21.12,0.03,19.59,0.03,18.72,0.04,16.89,0.18,15.95,0.14,15.17,0.14,15.28,0.03,15.06,0.06,12.32,,9.17,,true
L0,,,23.31,20.64,0.03,19.27,0.01,18.48,0.02,16.63,0.15,16.46,0.23,15.76,0.23,15.44,0.04,15.18,0.07,12.79,,8.9,,true
L0,,,21.74,19.22,0.01,17.71,0.01,16.78,0.01,14.92,0.04,14.1,0.05,13.65,0.05,13.36,0.02,13.03,0.03,12.48,,8.99,,true
L0.5,,,20.18,17.77,0.01,16.28,0.01,15.29,0.01,13.31,0.03,12.55,0.02,12.03,0.02,11.68,0.02,11.42,0.02,11.04,0.21,7.74,,true
L5.0FLD-G,,,21.64,19.44,0.02,17.69,0.01,16.65,0.01,14.52,0.04,13.62,0.03,13.1,0.03,12.49,0.02,12.23,0.03,11.28,,8.48,,true
L0.5,,,21.37,18.85,0.01,17.33,0.01,16.29,0.01,14.29,0.03,13.57,0.03,13.07,0.03,12.64,0.02,12.36,0.02,12.25,0.49,8.92,,true
L1(blue),,,,20.65,0.02,18.99,0.01,17.97,0.02,15.86,0.07,15.25,0.12,14.9,0.12,14.37,0.03,14.05,0.03,12.55,,9.47,,true
L0.5,22.09,0.08,20.4,18.24,0.01,16.83,0.01,15.89,0.01,13.97,0.03,13.18,0.03,12.62,0.03,12.28,0.02,12.01,0.02,11.61,0.18,9.07,,true
T5:,,,,,,,,19.31,0.03,,,,,,,16.13,0.07,13.65,0.04,12.07,0.41,8.87,,true
L5red,,,23.16,21.6,0.04,20.1,0.03,19.15,0.03,16.92,0.04,15.68,0.05,14.84,0.04,13.79,0.03,13.29,0.03,12.27,,9.22,,true
L0,,,21.81,19.29,0.01,17.83,0.01,16.92,0.01,15.13,0.04,14.54,0.05,14.08,0.05,13.79,0.03,13.49,0.03,12.34,,8.99,,true
L0gamma,,,21.46,19.14,0.01,17.62,0.01,16.59,0.01,14.5,0.03,13.67,0.03,13.06,0.03,12.6,0.02,12.24,0.02,11.72,0.19,9.29,,true
L6.5,,,,22.27,0.11,20.26,0.03,19.06,0.02,17.09,0.18,15.8,0.1,14.73,0.1,14.37,0.03,13.84,0.04,12.37,,8.92,,true
L5.0,,,,19.94,0.03,18.13,0.02,16.94,0.03,15.0,0.06,14.3,0.05,13.8,0.05,,,,,,,,,true
L3.5:,,,,21.76,0.06,20.32,0.03,19.25,0.04,16.82,0.14,15.96,0.15,15.21,0.15,14.68,0.03,14.32,0.04,12.2,,8.59,,true
L1.5,,,21.02,19.0,0.01,17.53,0.01,16.61,0.01,14.74,0.06,13.91,0.05,13.47,0.05,12.67,,12.6,0.02,11.65,0.12,9.07,,true
T0pec,,,,,,19.77,0.01,18.5,0.03,16.16,0.09,15.34,0.11,14.78,0.11,13.9,0.03,13.41,0.03,11.99,,8.77,,true
L0,,,23.15,20.41,0.03,18.92,0.02,17.99,0.01,16.23,0.09,15.59,0.1,14.86,0.1,14.68,0.03,14.46,0.04,12.77,,9.33,,true
L4,,,,21.45,0.03,19.89,0.04,18.9,0.02,16.82,0.09,15.83,0.09,15.16,0.08,14.56,0.03,14.22,0.04,13.09,,9.07,,true
L3,,,,22.21,0.12,20.54,0.02,19.6,0.04,17.06,0.2,16.47,0.27,15.9,0.27,15.36,0.03,15.27,0.07,12.75,,9.34,,true
